-6.17523	1.41122	0.438125	-0.561796	-6.1437	1.4424	-6.1518	1.5765	0.3535	-0.9355
-5.85484	1.34942	0.63065	-0.0856521	-5.70495	1.33995	-5.9844	1.2135	0.4679	-0.8838
-5.74155	1.03855	0.254104	-0.764251	-5.7625	1.0163	-5.7729	0.8743	0.575	-0.8182
-5.58184	0.619056	0.713174	-1.10841	-5.711	0.618577	-5.5205	0.5643	0.673	-0.7396
-5.43067	0.387659	0.327715	-0.56985	-5.4581	0.4086	-5.2312	0.2884	0.7604	-0.6495
-4.94556	0.12425	0.675641	-0.648217	-4.50023	0.115198	-4.9097	0.0509	0.8358	-0.549
-4.53583	-0.179149	1.07142	-0.760222	-4.5093	-0.1835	-4.5609	-0.1444	0.898	-0.44
-4.16837	-0.43972	0.838909	-0.652038	-4.15443	-0.433595	-4.1904	-0.2945	0.9461	-0.3239
-3.75495	-0.51711	1.0627	-0.123669	-3.7381	-0.4948	-3.804	-0.397	0.9792	-0.2028
-3.55119	-0.617077	0.680979	-0.222396	-3.74541	-0.652927	-3.4079	-0.4502	0.9969	-0.0785
-3.14914	-0.435122	1.04248	0.595573	-3.1217	-0.3985	-3.0081	-0.4533	0.9989	0.0471
-2.46709	-0.358446	1.06274	0.119069	-2.01356	-0.284767	-2.6112	-0.4063	0.9851	0.1719
-2.35035	-0.604355	0.196624	-0.79869	-2.4095	-0.6457	-2.2232	-0.31	0.9558	0.294
-2.15205	-0.0873795	0.207324	1.28907	-1.67356	-0.135001	-1.8504	-0.1657	0.9114	0.4115
-1.48704	-0.101172	1.95093	-0.476851	-1.391	-0.1713	-1.4986	0.0241	0.8527	0.5225
-1.07767	0.030742	0.266279	0.0874771	-0.670739	0.126697	-1.1734	0.2565	0.7804	0.6252
-0.926497	0.699311	0.242926	2.25833	-0.9122	0.8071	-0.8798	0.5278	0.6959	0.7181
-0.876433	1.03051	0.181492	0.60283	-0.714545	0.94345	-0.6226	0.8338	0.6004	0.7997
-0.45722	1.17615	1.28362	0.398041	-0.4006	1.1541	-0.4058	1.1697	0.4955	0.8686
-0.133421	1.59885	0.786009	1.30443	-0.173468	1.57779	-0.2327	1.53	0.3827	0.9239
-0.0146631	1.89063	0.105647	0.653124	-0.047	1.8463	-0.1062	1.9092	0.2639	0.9645
-0.0147651	2.11231	-0.000374351	1.02734	-0.0131411	1.84985	-0.0282	2.3013	0.1409	0.99
-0.0923051	2.82308	-0.257677	1.87902	-0.1036	2.88	0	2.7	0.0157	0.9999
-0.0323262	3.0587	0.162188	0.691193	-0.040756	2.7529	0.011	3.0997	0.0785	0.9969
0.044201	3.53906	0.196978	1.27002	0.0448	3.5777	0.0704	3.4949	0.2028	0.9792
0.097042	3.88725	0.128528	0.852207	0.0947395	3.81993	0.1789	3.8797	0.324	0.9461
0.326139	4.07102	0.638576	0.406895	0.3464	4.0417	0.3348	4.2478	0.44	0.898
0.549995	4.33044	0.547428	0.615447	0.553588	4.39155	0.5356	4.5934	0.5491	0.8358
0.617877	4.8198	0.12699	1.30191	0.6036	4.8636	0.7781	4.9112	0.6495	0.7604
0.692131	5.02475	0.245033	0.905333	0.647325	4.67479	1.0585	5.1961	0.7397	0.673
1.2197	5.42021	1.36467	1.01196	1.262	5.4314	1.3724	5.4436	0.8182	0.575
1.9508	5.64274	1.90946	0.683444	1.93134	5.50536	1.7149	5.6497	0.8838	0.4679
2.17047	5.90395	0.531006	0.584844	2.1168	5.8844	2.0805	5.8114	0.9355	0.3534
2.47489	6.18784	0.548034	0.129364	2.62128	6.51181	2.4635	5.9259	0.9724	0.2334
2.92867	5.99473	1.08634	-0.513931	2.942	5.9607	2.8578	5.9915	0.994	0.1097
3.28586	5.81027	1.00595	-0.240079	3.20336	5.69878	3.2572	6.0072	0.9999	-0.0157
4.01504	5.83721	1.86428	0.15635	4.0577	5.873	3.6555	5.9727	0.99	-0.1409
3.88666	6.09338	-0.188328	1.03954	3.53744	5.79574	4.0463	5.8886	0.9646	-0.2639
4.41169	5.84187	1.13087	-0.508612	4.4462	5.7851	4.4234	5.7562	0.9239	-0.3827
4.77498	5.51559	0.887759	-0.843231	4.74109	5.47264	4.781	5.5775	0.8686	-0.4955
5.45598	5.43157	1.79811	-0.109146	5.5122	5.485	5.1134	5.3554	0.7997	-0.6004
5.70939	5.52292	0.363981	0.0972237	5.65785	5.59373	5.4153	5.0934	0.7181	-0.6959
5.6611	4.81729	-0.386083	-1.76808	5.5886	4.7199	5.682	4.7956	0.6252	-0.7804
5.75865	4.65949	-0.144332	-0.613567	6.08043	5.01635	5.9093	4.4668	0.5225	-0.8527
6.15763	4.06902	1.01086	-1.37907	6.2099	4.0538	6.0936	4.1121	0.4115	-0.9114
6.40676	3.5959	0.26941	-1.34071	6.52667	3.68682	6.2319	3.737	0.294	-0.9558
6.52751	3.22341	0.341229	-0.952663	6.5371	3.2393	6.3222	3.3476	0.1719	-0.9851
6.30078	3.27401	-0.49227	0.269454	6.11106	3.28473	6.3629	2.95	0.0471	-0.9989
6.22479	2.78539	-0.263542	-1.12016	6.2226	2.7369	6.3535	2.5503	-0.0785	-0.9969
6.31938	2.19626	0.0494955	-1.5851	6.49611	2.21202	6.2941	2.155	-0.2028	-0.9792
6.34079	1.6556	0.0664091	-1.3577	6.3442	1.6643	6.1856	1.7703	-0.3239	-0.9461
6.13122	1.13605	-0.301977	-1.24928	5.90664	1.10659	6.0297	1.4022	-0.44	-0.898
5.80759	1.25077	-0.852948	0.232158	5.7775	1.2996	5.8289	1.0565	-0.549	-0.8358
5.71119	1.05485	-0.55987	-0.633057	5.9633	1.04576	5.5864	0.7388	-0.6495	-0.7604
5.5402	0.424366	-0.439392	-1.60043	5.5408	0.3884	5.306	0.4539	-0.7396	-0.673
5.16013	0.0900434	-0.766306	-0.792024	4.95297	0.110469	4.992	0.2064	-0.8182	-0.575
4.58948	0.0276202	-1.52668	-0.102776	4.537	0.055	4.6496	0.0002	-0.8838	-0.4679
4.09077	-0.0794091	-0.585566	-0.280049	3.80408	-0.0791362	4.284	-0.1614	-0.9354	-0.3535
3.8959	-0.232468	-0.473781	-0.398801	3.9034	-0.2373	3.901	-0.2759	-0.9724	-0.2334
3.55323	-0.491141	-1.24404	-0.624089	3.68116	-0.512001	3.5067	-0.3416	-0.994	-0.1097
2.90349	-0.417823	-1.67538	0.330711	2.8719	-0.3768	3.1072	-0.3573	-0.9999	0.0157
2.52633	-0.341229	-1.19197	0.220686	2.79443	-0.38041	2.709	-0.3228	-0.99	0.1409
2.28259	0.0240104	-0.512409	1.14337	2.3253	0.0636	2.3182	-0.2386	-0.9646	0.2639
2.09845	-0.108749	-0.694598	-0.475258	2.09141	-0.102142	1.941	-0.1062	-0.9239	0.3827
1.59438	-0.0882173	-1.35576	0.236031	1.5549	-0.0588	1.5835	0.0725	-0.8686	0.4955
1.25237	0.267901	-0.476729	0.930561	1.1176	0.290734	1.2511	0.2946	-0.7997	0.6004
0.969616	0.531414	-0.737365	0.549653	0.9521	0.5137	0.9492	0.5566	-0.7181	0.6959
0.612958	0.699771	-0.673677	0.672971	0.477288	0.543203	0.6825	0.8543	-0.6252	0.7804
0.541065	1.13713	-0.0999006	1.13826	0.5775	1.17	0.4552	1.1832	-0.5225	0.8526
0.247628	1.57958	-0.688973	1.37254	0.225005	1.38636	0.2709	1.5379	-0.4115	0.9114
0.173953	1.90601	0.0268213	0.691721	0.204	1.8659	0.1326	1.9129	-0.294	0.9558
0.0162752	2.27963	-0.387592	1.3125	0.00507944	2.11969	0.0423	2.3024	-0.1719	0.9851
0.0379811	2.80255	0.195906	1.29871	0.0642	2.8027	0.0016	2.7	-0.0471	0.9989
